Area,Year,Week,Cumulative_Week,Counts,Cumulative_Counts
NORTH DAKOTA,2014,38,38,10,236
OHIO,2014,38,38,274,11498
OKLAHOMA,2014,38,38,61,1297
OREGON,2014,38,38,278,10713
PENNSYLVANIA,2014,38,38,717,30160
RHODE ISLAND,2014,38,38,166,1297
SOUTH CAROLINA,2014,38,38,614,16542
SOUTH DAKOTA,2014,38,38,0,351
TENNESSEE,2014,38,38,251,7524
TEXAS,2014,38,38,15,23813
UTAH,2014,38,38,0,2461
VERMONT,2014,38,38,0,415
VIRGINIA,2014,38,38,696,24630
WASHINGTON,2014,38,38,420,12550
WEST VIRGINIA,2014,38,38,62,2101
WISCONSIN,2014,38,38,277,9295
WYOMING,2014,38,38,0,75
ALABAMA,2014,39,39,0,4895
ALASKA,2014,39,39,32,1129
ARIZONA,2014,39,39,775,5831
ARKANSAS,2014,39,39,320,9950
CALIFORNIA,2014,39,39,2136,47240
COLORADO,2014,39,39,475,12232
CONNECTICUT,2014,39,39,167,2953
DELAWARE,2014,39,39,59,3206
FLORIDA,2014,39,39,0,33687
GEORGIA,2014,39,39,1050,32572
HAWAII,2014,39,39,0,95
IDAHO,2014,39,39,0,642
ILLINOIS,2014,39,39,43,1270
INDIANA,2014,39,39,264,8156
IOWA,2014,39,39,16,903
KANSAS,2014,39,39,51,1103
KENTUCKY,2014,39,39,331,11033
LOUISIANA,2014,39,39,50,1513
MAINE,2014,39,39,0,696
MARYLAND,2014,39,39,264,7653
MASSACHUSETTS,2014,39,39,244,10410
MICHIGAN,2014,39,39,468,15752
MINNESOTA,2014,39,39,11,158
MISSISSIPPI,2014,39,39,0,5407
MISSOURI,2014,39,39,349,4625
MONTANA,2014,39,39,102,1805
NEBRASKA,2014,39,39,62,3075
NEVADA,2014,39,39,12,1105
NEW HAMPSHIRE,2014,39,39,29,208
NEW JERSEY,2014,39,39,233,6140
NEW MEXICO,2014,39,39,101,4093
NEW YORK,2014,39,39,861,28259
NORTH CAROLINA,2014,39,39,0,29267
NORTH DAKOTA,2014,39,39,11,247
OHIO,2014,39,39,319,11817
OKLAHOMA,2014,39,39,48,1345
OREGON,2014,39,39,329,11042
PENNSYLVANIA,2014,39,39,1153,31313
RHODE ISLAND,2014,39,39,0,1297
SOUTH CAROLINA,2014,39,39,0,16542
SOUTH DAKOTA,2014,39,39,0,351
TENNESSEE,2014,39,39,209,7733
TEXAS,2014,39,39,0,23813
UTAH,2014,39,39,45,2506
VERMONT,2014,39,39,13,428
VIRGINIA,2014,39,39,737,25367
WASHINGTON,2014,39,39,422,12972
WEST VIRGINIA,2014,39,39,47,2148
WISCONSIN,2014,39,39,342,9637
WYOMING,2014,39,39,0,75
ALABAMA,2014,40,40,0,4895
ALASKA,2014,40,40,46,1175
ARIZONA,2014,40,40,0,5831
ARKANSAS,2014,40,40,348,10298
CALIFORNIA,2014,40,40,1960,49200
COLORADO,2014,40,40,419,12651
CONNECTICUT,2014,40,40,124,3077
DELAWARE,2014,40,40,147,3353
FLORIDA,2014,40,40,0,33687
GEORGIA,2014,40,40,917,33489
HAWAII,2014,40,40,0,95
IDAHO,2014,40,40,0,642
ILLINOIS,2014,40,40,0,1270
INDIANA,2014,40,40,240,8396
IOWA,2014,40,40,12,915
KANSAS,2014,40,40,73,1176
KENTUCKY,2014,40,40,0,11033
LOUISIANA,2014,40,40,0,1513
MAINE,2014,40,40,0,696
MARYLAND,2014,40,40,0,7653
MASSACHUSETTS,2014,40,40,216,10626
MICHIGAN,2014,40,40,363,16115
MINNESOTA,2014,40,40,3,161
MISSISSIPPI,2014,40,40,0,5407
MISSOURI,2014,40,40,374,4999
MONTANA,2014,40,40,71,1876
NEBRASKA,2014,40,40,0,3075
NEVADA,2014,40,40,11,1116
NEW HAMPSHIRE,2014,40,40,31,239
NEW JERSEY,2014,40,40,220,6360
NEW MEXICO,2014,40,40,9,4102
NEW YORK,2014,40,40,864,29123
NORTH CAROLINA,2014,40,40,528,29795
NORTH DAKOTA,2014,40,40,0,247
OHIO,2014,40,40,312,12129
OKLAHOMA,2014,40,40,58,1403
OREGON,2014,40,40,310,11352
PENNSYLVANIA,2014,40,40,1043,32356
RHODE ISLAND,2014,40,40,82,1379
SOUTH CAROLINA,2014,40,40,509,17051
SOUTH DAKOTA,2014,40,40,0,351
TENNESSEE,2014,40,40,294,8027
TEXAS,2014,40,40,0,23813
UTAH,2014,40,40,90,2596
VERMONT,2014,40,40,0,428
VIRGINIA,2014,40,40,727,26094
WASHINGTON,2014,40,40,311,13283
WEST VIRGINIA,2014,40,40,65,2213
WISCONSIN,2014,40,40,295,9932
WYOMING,2014,40,40,14,89
ALABAMA,2014,41,41,0,4895
ALASKA,2014,41,41,30,1205
ARIZONA,2014,41,41,0,5831
ARKANSAS,2014,41,41,301,10599
CALIFORNIA,2014,41,41,2030,51230
COLORADO,2014,41,41,433,13084
CONNECTICUT,2014,41,41,68,3145
DELAWARE,2014,41,41,104,3457
FLORIDA,2014,41,41,1073,34760
GEORGIA,2014,41,41,630,34119
HAWAII,2014,41,41,0,95
IDAHO,2014,41,41,0,642
ILLINOIS,2014,41,41,37,1307
INDIANA,2014,41,41,260,8656
IOWA,2014,41,41,19,934
KANSAS,2014,41,41,77,1253
KENTUCKY,2014,41,41,0,11033
LOUISIANA,2014,41,41,77,1590
MAINE,2014,41,41,0,696
MARYLAND,2014,41,41,0,7653
MASSACHUSETTS,2014,41,41,242,10868
MICHIGAN,2014,41,41,496,16611
MINNESOTA,2014,41,41,0,161
MISSISSIPPI,2014,41,41,0,5407
MISSOURI,2014,41,41,341,5340
MONTANA,2014,41,41,40,1916
NEBRASKA,2014,41,41,0,3075
NEVADA,2014,41,41,0,1116
NEW HAMPSHIRE,2014,41,41,29,268
NEW JERSEY,2014,41,41,134,6494
NEW MEXICO,2014,41,41,97,4199
NEW YORK,2014,41,41,814,29937
NORTH CAROLINA,2014,41,41,874,30669
NORTH DAKOTA,2014,41,41,11,258
OHIO,2014,41,41,389,12518
OKLAHOMA,2014,41,41,67,1470
OREGON,2014,41,41,231,11583
PENNSYLVANIA,2014,41,41,868,33224
RHODE ISLAND,2014,41,41,0,1379
SOUTH CAROLINA,2014,41,41,400,17451
SOUTH DAKOTA,2014,41,41,0,351
TENNESSEE,2014,41,41,212,8239
TEXAS,2014,41,41,2033,25846
UTAH,2014,41,41,66,2662
VERMONT,2014,41,41,0,428
VIRGINIA,2014,41,41,672,26766
WASHINGTON,2014,41,41,368,13651
WEST VIRGINIA,2014,41,41,28,2241
WISCONSIN,2014,41,41,227,10159
WYOMING,2014,41,41,0,89
ALABAMA,2014,42,42,447,5342
ALASKA,2014,42,42,40,1245
ARIZONA,2014,42,42,0,5831
ARKANSAS,2014,42,42,312,10911
CALIFORNIA,2014,42,42,2119,53349
COLORADO,2014,42,42,403,13487
CONNECTICUT,2014,42,42,58,3203
DELAWARE,2014,42,42,126,3583
FLORIDA,2014,42,42,1025,35785
GEORGIA,2014,42,42,611,34730
HAWAII,2014,42,42,0,95
IDAHO,2014,42,42,94,736
ILLINOIS,2014,42,42,30,1337
INDIANA,2014,42,42,259,8915
IOWA,2014,42,42,29,963
KANSAS,2014,42,42,58,1311
KENTUCKY,2014,42,42,415,11448
LOUISIANA,2014,42,42,31,1621
MAINE,2014,42,42,0,696
MARYLAND,2014,42,42,0,7653
MASSACHUSETTS,2014,42,42,211,11079
MICHIGAN,2014,42,42,448,17059
MINNESOTA,2014,42,42,0,161
MISSISSIPPI,2014,42,42,260,5667
MISSOURI,2014,42,42,283,5623
MONTANA,2014,42,42,57,1973
NEBRASKA,2014,42,42,0,3075
NEVADA,2014,42,42,0,1116
NEW HAMPSHIRE,2014,42,42,53,321
NEW JERSEY,2014,42,42,160,6654
NEW MEXICO,2014,42,42,50,4249
NEW YORK,2014,42,42,716,30653
NORTH CAROLINA,2014,42,42,545,31214
NORTH DAKOTA,2014,42,42,12,270
OHIO,2014,42,42,282,12800
OKLAHOMA,2014,42,42,45,1515
OREGON,2014,42,42,322,11905
PENNSYLVANIA,2014,42,42,798,34022
RHODE ISLAND,2014,42,42,0,1379
SOUTH CAROLINA,2014,42,42,0,17451
SOUTH DAKOTA,2014,42,42,0,351
TENNESSEE,2014,42,42,166,8405
TEXAS,2014,42,42,2245,28091
UTAH,2014,42,42,71,2733
VERMONT,2014,42,42,13,441
VIRGINIA,2014,42,42,611,27377
WASHINGTON,2014,42,42,334,13985
WEST VIRGINIA,2014,42,42,58,2299
WISCONSIN,2014,42,42,313,10472
WYOMING,2014,42,42,3,92
ALABAMA,2014,43,43,0,5342
ALASKA,2014,43,43,20,1265
ARIZONA,2014,43,43,557,6388
ARKANSAS,2014,43,43,331,11242
CALIFORNIA,2014,43,43,0,53349
COLORADO,2014,43,43,120,13607
CONNECTICUT,2014,43,43,121,3324
DELAWARE,2014,43,43,45,3628
FLORIDA,2014,43,43,1063,36848
GEORGIA,2014,43,43,455,35185
HAWAII,2014,43,43,0,95
IDAHO,2014,43,43,0,736
ILLINOIS,2014,43,43,33,1370
INDIANA,2014,43,43,266,9181
IOWA,2014,43,43,21,984
KANSAS,2014,43,43,49,1360
KENTUCKY,2014,43,43,599,12047
LOUISIANA,2014,43,43,15,1636
MAINE,2014,43,43,0,696
MARYLAND,2014,43,43,294,7947
MASSACHUSETTS,2014,43,43,0,11079
MICHIGAN,2014,43,43,513,17572
MINNESOTA,2014,43,43,2,163
MISSISSIPPI,2014,43,43,0,5667
MISSOURI,2014,43,43,366,5989
MONTANA,2014,43,43,73,2046
NEBRASKA,2014,43,43,0,3075
NEVADA,2014,43,43,0,1116
NEW HAMPSHIRE,2014,43,43,66,387
NEW JERSEY,2014,43,43,161,6815
NEW MEXICO,2014,43,43,113,4362
NEW YORK,2014,43,43,795,31448
NORTH CAROLINA,2014,43,43,863,32077
NORTH DAKOTA,2014,43,43,9,279
OHIO,2014,43,43,317,13117
OKLAHOMA,2014,43,43,60,1575
OREGON,2014,43,43,277,12182
PENNSYLVANIA,2014,43,43,648,34670
RHODE ISLAND,2014,43,43,109,1488
SOUTH CAROLINA,2014,43,43,0,17451
SOUTH DAKOTA,2014,43,43,0,351
TENNESSEE,2014,43,43,253,8658
TEXAS,2014,43,43,0,28091
UTAH,2014,43,43,52,2785
VERMONT,2014,43,43,0,441
VIRGINIA,2014,43,43,698,28075
WASHINGTON,2014,43,43,366,14351
WEST VIRGINIA,2014,43,43,46,2345
WISCONSIN,2014,43,43,243,10715
WYOMING,2014,43,43,1,93
ALABAMA,2014,44,44,527,5869
ALASKA,2014,44,44,0,1265
ARIZONA,2014,44,44,0,6388
ARKANSAS,2014,44,44,0,11242
CALIFORNIA,2014,44,44,2057,55406
COLORADO,2014,44,44,315,13922
CONNECTICUT,2014,44,44,0,3324
DELAWARE,2014,44,44,50,3678
FLORIDA,2014,44,44,1167,38015
GEORGIA,2014,44,44,400,35585
HAWAII,2014,44,44,0,95
IDAHO,2014,44,44,81,817
ILLINOIS,2014,44,44,48,1418
INDIANA,2014,44,44,277,9458
IOWA,2014,44,44,20,1004
KANSAS,2014,44,44,60,1420
KENTUCKY,2014,44,44,608,12655
LOUISIANA,2014,44,44,48,1684
MAINE,2014,44,44,0,696
MARYLAND,2014,44,44,0,7947
MASSACHUSETTS,2014,44,44,176,11255
MICHIGAN,2014,44,44,463,18035
MINNESOTA,2014,44,44,0,163
MISSISSIPPI,2014,44,44,0,5667
MISSOURI,2014,44,44,377,6366
MONTANA,2014,44,44,2,2048
NEBRASKA,2014,44,44,0,3075
NEVADA,2014,44,44,0,1116
NEW HAMPSHIRE,2014,44,44,42,429
NEW JERSEY,2014,44,44,157,6972
NEW MEXICO,2014,44,44,132,4494
NEW YORK,2014,44,44,749,32197
NORTH CAROLINA,2014,44,44,760,32837
NORTH DAKOTA,2014,44,44,10,289
OHIO,2014,44,44,360,13477
OKLAHOMA,2014,44,44,50,1625
OREGON,2014,44,44,212,12394
PENNSYLVANIA,2014,44,44,1247,35917
RHODE ISLAND,2014,44,44,42,1530
SOUTH CAROLINA,2014,44,44,738,18189
SOUTH DAKOTA,2014,44,44,35,386
TENNESSEE,2014,44,44,176,8834
TEXAS,2014,44,44,0,28091
UTAH,2014,44,44,75,2860
VERMONT,2014,44,44,3,444
VIRGINIA,2014,44,44,621,28696
WASHINGTON,2014,44,44,298,14649
WEST VIRGINIA,2014,44,44,20,2365
WISCONSIN,2014,44,44,311,11026
WYOMING,2014,44,44,0,93
ALABAMA,2014,45,45,0,5869
ALASKA,2014,45,45,38,1303
ARIZONA,2014,45,45,0,6388
ARKANSAS,2014,45,45,406,11648
CALIFORNIA,2014,45,45,1830,57236
COLORADO,2014,45,45,454,14376
CONNECTICUT,2014,45,45,0,3324
DELAWARE,2014,45,45,43,3721
FLORIDA,2014,45,45,1013,39028
GEORGIA,2014,45,45,505,36090
HAWAII,2014,45,45,0,95
IDAHO,2014,45,45,0,817
ILLINOIS,2014,45,45,46,1464
INDIANA,2014,45,45,267,9725
IOWA,2014,45,45,27,1031
KANSAS,2014,45,45,46,1466
KENTUCKY,2014,45,45,536,13191
LOUISIANA,2014,45,45,5,1689
MAINE,2014,45,45,0,696
MARYLAND,2014,45,45,0,7947
MASSACHUSETTS,2014,45,45,159,11414
MICHIGAN,2014,45,45,379,18414
MINNESOTA,2014,45,45,4,167
MISSISSIPPI,2014,45,45,322,5989
MISSOURI,2014,45,45,346,6712
MONTANA,2014,45,45,58,2106
NEBRASKA,2014,45,45,0,3075
NEVADA,2014,45,45,0,1116
NEW HAMPSHIRE,2014,45,45,0,429
NEW JERSEY,2014,45,45,134,7106
NEW MEXICO,2014,45,45,142,4636
NEW YORK,2014,45,45,778,32975
NORTH CAROLINA,2014,45,45,39,32876
NORTH DAKOTA,2014,45,45,0,289
OHIO,2014,45,45,310,13787
OKLAHOMA,2014,45,45,57,1682
OREGON,2014,45,45,315,12709
PENNSYLVANIA,2014,45,45,912,36829
RHODE ISLAND,2014,45,45,51,1581
SOUTH CAROLINA,2014,45,45,0,18189
SOUTH DAKOTA,2014,45,45,0,386
TENNESSEE,2014,45,45,168,9002
TEXAS,2014,45,45,0,28091
UTAH,2014,45,45,0,2860
VERMONT,2014,45,45,0,444
VIRGINIA,2014,45,45,703,29399
WASHINGTON,2014,45,45,324,14973
WEST VIRGINIA,2014,45,45,0,2365
WISCONSIN,2014,45,45,320,11346
WYOMING,2014,45,45,9,102
ALABAMA,2014,46,46,0,5869
ALASKA,2014,46,46,15,1318
ARIZONA,2014,46,46,0,6388
ARKANSAS,2014,46,46,0,11648
CALIFORNIA,2014,46,46,1826,59062
COLORADO,2014,46,46,303,14679
CONNECTICUT,2014,46,46,0,3324
DELAWARE,2014,46,46,69,3790
FLORIDA,2014,46,46,961,39989
GEORGIA,2014,46,46,317,36407
HAWAII,2014,46,46,0,95
IDAHO,2014,46,46,19,836
ILLINOIS,2014,46,46,0,1464
INDIANA,2014,46,46,298,10023
IOWA,2014,46,46,21,1052
KANSAS,2014,46,46,18,1484
KENTUCKY,2014,46,46,0,13191
LOUISIANA,2014,46,46,0,1689
MAINE,2014,46,46,0,696
MARYLAND,2014,46,46,485,8432
MASSACHUSETTS,2014,46,46,180,11594
MICHIGAN,2014,46,46,507,18921
MINNESOTA,2014,46,46,1,168
MISSISSIPPI,2014,46,46,279,6268
MISSOURI,2014,46,46,314,7026
MONTANA,2014,46,46,42,2148
NEBRASKA,2014,46,46,1,3076
NEVADA,2014,46,46,24,1140
NEW HAMPSHIRE,2014,46,46,4,433
NEW JERSEY,2014,46,46,217,7323
NEW MEXICO,2014,46,46,52,4688
NEW YORK,2014,46,46,874,33849
NORTH CAROLINA,2014,46,46,499,33375
NORTH DAKOTA,2014,46,46,0,289
OHIO,2014,46,46,277,14064
OKLAHOMA,2014,46,46,42,1724
OREGON,2014,46,46,275,12984
PENNSYLVANIA,2014,46,46,947,37776
RHODE ISLAND,2014,46,46,58,1639
SOUTH CAROLINA,2014,46,46,547,18736
SOUTH DAKOTA,2014,46,46,23,409
TENNESSEE,2014,46,46,187,9189
TEXAS,2014,46,46,2032,30123
UTAH,2014,46,46,28,2888
VERMONT,2014,46,46,29,473
VIRGINIA,2014,46,46,601,30000
WASHINGTON,2014,46,46,0,14973
WEST VIRGINIA,2014,46,46,51,2416
WISCONSIN,2014,46,46,274,11620
WYOMING,2014,46,46,0,102
ALABAMA,2014,47,47,0,5869
ALASKA,2014,47,47,3,1321
ARIZONA,2014,47,47,0,6388
ARKANSAS,2014,47,47,358,12006
CALIFORNIA,2014,47,47,0,59062
COLORADO,2014,47,47,354,15033
CONNECTICUT,2014,47,47,146,3470
DELAWARE,2014,47,47,98,3888
FLORIDA,2014,47,47,970,40959
GEORGIA,2014,47,47,371,36778
HAWAII,2014,47,47,0,95
IDAHO,2014,47,47,85,921
ILLINOIS,2014,47,47,54,1518
INDIANA,2014,47,47,0,10023
IOWA,2014,47,47,23,1075
KANSAS,2014,47,47,48,1532
KENTUCKY,2014,47,47,358,13549
LOUISIANA,2014,47,47,24,1713
MAINE,2014,47,47,0,696
MARYLAND,2014,47,47,0,8432
MASSACHUSETTS,2014,47,47,234,11828
MICHIGAN,2014,47,47,623,19544
MINNESOTA,2014,47,47,0,168
MISSISSIPPI,2014,47,47,342,6610
MISSOURI,2014,47,47,0,7026
MONTANA,2014,47,47,0,2148
NEBRASKA,2014,47,47,0,3076
NEVADA,2014,47,47,0,1140
NEW HAMPSHIRE,2014,47,47,5,438
NEW JERSEY,2014,47,47,195,7518
NEW MEXICO,2014,47,47,146,4834
NEW YORK,2014,47,47,763,34612
NORTH CAROLINA,2014,47,47,636,34011
NORTH DAKOTA,2014,47,47,0,289
OHIO,2014,47,47,276,14340
OKLAHOMA,2014,47,47,50,1774
OREGON,2014,47,47,345,13329
PENNSYLVANIA,2014,47,47,960,38736
RHODE ISLAND,2014,47,47,47,1686
SOUTH CAROLINA,2014,47,47,451,19187
SOUTH DAKOTA,2014,47,47,0,409
TENNESSEE,2014,47,47,226,9415
TEXAS,2014,47,47,0,30123
UTAH,2014,47,47,50,2938
VERMONT,2014,47,47,31,504
VIRGINIA,2014,47,47,733,30733
WASHINGTON,2014,47,47,453,15426
WEST VIRGINIA,2014,47,47,0,2416
WISCONSIN,2014,47,47,296,11916
WYOMING,2014,47,47,0,102
ALABAMA,2014,48,48,0,5869
ALASKA,2014,48,48,20,1341
ARIZONA,2014,48,48,0,6388
ARKANSAS,2014,48,48,133,12139
CALIFORNIA,2014,48,48,1363,60425
COLORADO,2014,48,48,205,15238
CONNECTICUT,2014,48,48,167,3637
DELAWARE,2014,48,48,74,3962
FLORIDA,2014,48,48,666,41625
GEORGIA,2014,48,48,282,37060
HAWAII,2014,48,48,0,95
IDAHO,2014,48,48,0,921
ILLINOIS,2014,48,48,13,1531
INDIANA,2014,48,48,151,10174
IOWA,2014,48,48,12,1087
KANSAS,2014,48,48,9,1541
KENTUCKY,2014,48,48,199,13748
LOUISIANA,2014,48,48,2,1715
MAINE,2014,48,48,35,731
MARYLAND,2014,48,48,274,8706
MASSACHUSETTS,2014,48,48,190,12018
MICHIGAN,2014,48,48,440,19984
MINNESOTA,2014,48,48,0,168
MISSISSIPPI,2014,48,48,0,6610
MISSOURI,2014,48,48,170,7196
MONTANA,2014,48,48,61,2209
NEBRASKA,2014,48,48,0,3076
NEVADA,2014,48,48,5,1145
NEW HAMPSHIRE,2014,48,48,1,439
NEW JERSEY,2014,48,48,127,7645
NEW MEXICO,2014,48,48,48,4882
NEW YORK,2014,48,48,555,35167
NORTH CAROLINA,2014,48,48,277,34288
NORTH DAKOTA,2014,48,48,6,295
OHIO,2014,48,48,137,14477
OKLAHOMA,2014,48,48,21,1795
OREGON,2014,48,48,237,13566
PENNSYLVANIA,2014,48,48,733,39469
RHODE ISLAND,2014,48,48,62,1748
SOUTH CAROLINA,2014,48,48,422,19609
SOUTH DAKOTA,2014,48,48,31,440
TENNESSEE,2014,48,48,99,9514
TEXAS,2014,48,48,0,30123
UTAH,2014,48,48,32,2970
VERMONT,2014,48,48,0,504
VIRGINIA,2014,48,48,661,31394
WASHINGTON,2014,48,48,185,15611
WEST VIRGINIA,2014,48,48,33,2449
WISCONSIN,2014,48,48,156,12072
WYOMING,2014,48,48,0,102
ALABAMA,2014,49,49,0,5869
ALASKA,2014,49,49,30,1371
ARIZONA,2014,49,49,0,6388
ARKANSAS,2014,49,49,273,12412
CALIFORNIA,2014,49,49,2366,62791
COLORADO,2014,49,49,312,15550
CONNECTICUT,2014,49,49,103,3740
DELAWARE,2014,49,49,112,4074
FLORIDA,2014,49,49,1281,42906
GEORGIA,2014,49,49,410,37470
HAWAII,2014,49,49,15,110
IDAHO,2014,49,49,0,921
ILLINOIS,2014,49,49,28,1559
INDIANA,2014,49,49,274,10448
IOWA,2014,49,49,17,1104
KANSAS,2014,49,49,120,1661
KENTUCKY,2014,49,49,240,13988
LOUISIANA,2014,49,49,0,1715
MAINE,2014,49,49,0,731
MARYLAND,2014,49,49,521,9227
MASSACHUSETTS,2014,49,49,232,12250
MICHIGAN,2014,49,49,417,20401
MINNESOTA,2014,49,49,0,168
MISSISSIPPI,2014,49,49,0,6610
MISSOURI,2014,49,49,367,7563
MONTANA,2014,49,49,56,2265
NEBRASKA,2014,49,49,0,3076
NEVADA,2014,49,49,0,1145
NEW HAMPSHIRE,2014,49,49,1,440
NEW JERSEY,2014,49,49,228,7873
NEW MEXICO,2014,49,49,103,4985
NEW YORK,2014,49,49,801,35968
NORTH CAROLINA,2014,49,49,689,34977
NORTH DAKOTA,2014,49,49,13,308
OHIO,2014,49,49,316,14793
OKLAHOMA,2014,49,49,68,1863
OREGON,2014,49,49,335,13901
PENNSYLVANIA,2014,49,49,759,40228
RHODE ISLAND,2014,49,49,54,1802
SOUTH CAROLINA,2014,49,49,711,20320
SOUTH DAKOTA,2014,49,49,37,477
TENNESSEE,2014,49,49,278,9792
TEXAS,2014,49,49,2249,32372
UTAH,2014,49,49,69,3039
VERMONT,2014,49,49,28,532
VIRGINIA,2014,49,49,754,32148
WASHINGTON,2014,49,49,0,15611
WEST VIRGINIA,2014,49,49,32,2481
WISCONSIN,2014,49,49,0,12072
WYOMING,2014,49,49,0,102
ALABAMA,2014,50,50,0,5869
ALASKA,2014,50,50,37,1408
ARIZONA,2014,50,50,460,6848
ARKANSAS,2014,50,50,0,12412
CALIFORNIA,2014,50,50,1272,64063
COLORADO,2014,50,50,478,16028
CONNECTICUT,2014,50,50,249,3989
DELAWARE,2014,50,50,131,4205
FLORIDA,2014,50,50,991,43897
GEORGIA,2014,50,50,423,37893
HAWAII,2014,50,50,0,110
IDAHO,2014,50,50,109,1030
ILLINOIS,2014,50,50,36,1595
INDIANA,2014,50,50,296,10744
IOWA,2014,50,50,40,1144
KANSAS,2014,50,50,63,1724
KENTUCKY,2014,50,50,356,14344
LOUISIANA,2014,50,50,1,1716
MAINE,2014,50,50,0,731
MARYLAND,2014,50,50,0,9227
MASSACHUSETTS,2014,50,50,214,12464
MICHIGAN,2014,50,50,536,20937
MINNESOTA,2014,50,50,0,168
MISSISSIPPI,2014,50,50,0,6610
MISSOURI,2014,50,50,382,7945
MONTANA,2014,50,50,61,2326
NEBRASKA,2014,50,50,0,3076
NEVADA,2014,50,50,39,1184
NEW HAMPSHIRE,2014,50,50,1,441
NEW JERSEY,2014,50,50,205,8078
NEW MEXICO,2014,50,50,134,5119
NEW YORK,2014,50,50,807,36775
NORTH CAROLINA,2014,50,50,1111,36088
NORTH DAKOTA,2014,50,50,0,308
OHIO,2014,50,50,0,14793
OKLAHOMA,2014,50,50,64,1927
OREGON,2014,50,50,342,14243
PENNSYLVANIA,2014,50,50,918,41146
RHODE ISLAND,2014,50,50,64,1866
SOUTH CAROLINA,2014,50,50,544,20864
SOUTH DAKOTA,2014,50,50,57,534
TENNESSEE,2014,50,50,179,9971
TEXAS,2014,50,50,0,32372
UTAH,2014,50,50,60,3099
VERMONT,2014,50,50,30,562
VIRGINIA,2014,50,50,791,32939
WASHINGTON,2014,50,50,357,15968
WEST VIRGINIA,2014,50,50,83,2564
WISCONSIN,2014,50,50,338,12410
WYOMING,2014,50,50,5,107
ALABAMA,2014,51,51,0,5869
ALASKA,2014,51,51,24,1432
ARIZONA,2014,51,51,465,7313
ARKANSAS,2014,51,51,325,12737
CALIFORNIA,2014,51,51,1304,65367
COLORADO,2014,51,51,2,16030
CONNECTICUT,2014,51,51,245,4234
DELAWARE,2014,51,51,84,4289
FLORIDA,2014,51,51,1101,44998
GEORGIA,2014,51,51,362,38255
HAWAII,2014,51,51,0,110
IDAHO,2014,51,51,0,1030
ILLINOIS,2014,51,51,37,1632
INDIANA,2014,51,51,345,11089
IOWA,2014,51,51,79,1223
KANSAS,2014,51,51,63,1787
KENTUCKY,2014,51,51,0,14344
LOUISIANA,2014,51,51,0,1716
MAINE,2014,51,51,51,782
MARYLAND,2014,51,51,0,9227
MASSACHUSETTS,2014,51,51,262,12726
MICHIGAN,2014,51,51,434,21371
MINNESOTA,2014,51,51,0,168
MISSISSIPPI,2014,51,51,0,6610
MISSOURI,2014,51,51,342,8287
MONTANA,2014,51,51,70,2396
NEBRASKA,2014,51,51,3,3079
NEVADA,2014,51,51,25,1209
NEW HAMPSHIRE,2014,51,51,2,443
NEW JERSEY,2014,51,51,218,8296
NEW MEXICO,2014,51,51,82,5201
NEW YORK,2014,51,51,756,37531
NORTH CAROLINA,2014,51,51,1138,37226
NORTH DAKOTA,2014,51,51,5,313
OHIO,2014,51,51,379,15172
OKLAHOMA,2014,51,51,11,1938
OREGON,2014,51,51,273,14516
PENNSYLVANIA,2014,51,51,863,42009
RHODE ISLAND,2014,51,51,9,1875
SOUTH CAROLINA,2014,51,51,633,21497
SOUTH DAKOTA,2014,51,51,29,563
TENNESSEE,2014,51,51,179,10150
TEXAS,2014,51,51,1823,34195
UTAH,2014,51,51,67,3166
VERMONT,2014,51,51,13,575
VIRGINIA,2014,51,51,693,33632
WASHINGTON,2014,51,51,0,15968
WEST VIRGINIA,2014,51,51,0,2564
WISCONSIN,2014,51,51,0,12410
WYOMING,2014,51,51,24,131
ALABAMA,2014,52,52,0,5869
ALASKA,2014,52,52,12,1444
ARIZONA,2014,52,52,0,7313
ARKANSAS,2014,52,52,22,12759
CALIFORNIA,2014,52,52,714,66081
COLORADO,2014,52,52,0,16030
CONNECTICUT,2014,52,52,0,4234
DELAWARE,2014,52,52,92,4381
FLORIDA,2014,52,52,542,45540
GEORGIA,2014,52,52,193,38448
HAWAII,2014,52,52,0,110
IDAHO,2014,52,52,0,1030
ILLINOIS,2014,52,52,7,1639
INDIANA,2014,52,52,408,11497
IOWA,2014,52,52,6,1229
KANSAS,2014,52,52,2,1789
KENTUCKY,2014,52,52,0,14344
LOUISIANA,2014,52,52,0,1716
MAINE,2014,52,52,0,782
MARYLAND,2014,52,52,0,9227
MASSACHUSETTS,2014,52,52,0,12726
MICHIGAN,2014,52,52,264,21635
MINNESOTA,2014,52,52,0,168
MISSISSIPPI,2014,52,52,0,6610
MISSOURI,2014,52,52,180,8467
MONTANA,2014,52,52,1,2397
NEBRASKA,2014,52,52,0,3079
NEVADA,2014,52,52,5,1214
NEW HAMPSHIRE,2014,52,52,0,443
NEW JERSEY,2014,52,52,89,8385
NEW MEXICO,2014,52,52,0,5201
NEW YORK,2014,52,52,632,38163
NORTH CAROLINA,2014,52,52,23,37249
NORTH DAKOTA,2014,52,52,0,313
OHIO,2014,52,52,137,15309
OKLAHOMA,2014,52,52,23,1961
OREGON,2014,52,52,207,14723
PENNSYLVANIA,2014,52,52,603,42612
RHODE ISLAND,2014,52,52,95,1970
SOUTH CAROLINA,2014,52,52,83,21580
SOUTH DAKOTA,2014,52,52,0,563
